id,parent_id,normalized_name,founded_at,status,company_found_at,since_founded,alpha,beta,closed,development,live,operating,private
r:18616,c:13410,bunkermail,2006-06-01,operating,2006-06-01,0,0,0,0,0,0,1,0
r:18617,c:27099,writers community,2008-05-01,operating,2008-05-01,0,0,0,0,0,0,1,0
r:18620,c:234,socialtext desktop,2002-12-01,operating,2002-12-01,0,0,0,0,0,0,1,0
r:18622,c:234,socialcalc,2002-12-01,operating,2002-12-01,0,0,0,0,0,0,1,0
r:18624,c:17529,evident discovery?,1998-01-14,private,1998-04-15,-91,0,0,0,0,0,0,1
r:18625,c:27373,rendezvousfacile,2007-01-01,operating,2007-10-01,-273,0,0,0,0,0,1,0
r:18626,c:27373,appointmentseasy,2008-01-01,live,2007-10-01,92,0,0,0,0,1,0,0
r:1863,c:2272,smalltown webcard,2005-01-15,operating,2005-01-15,0,0,0,0,0,0,1,0
r:18633,c:13891,pocketsmith,2009-07-01,live,2008-06-23,373,0,0,0,0,1,0,0
r:18643,c:15147,line2,2006-09-01,live,2006-09-01,0,0,0,0,0,1,0,0
r:18644,c:867,tweet my gaming,2006-10-01,operating,2006-10-01,0,0,0,0,0,0,1,0
r:18645,c:9473,interspire email marketer agency edition,2003-05-01,operating,2003-05-01,0,0,0,0,0,0,1,0
r:18646,c:9473,interspire shopping cart multivendor edition,2003-05-01,operating,2003-05-01,0,0,0,0,0,0,1,0
r:18647,c:67092,bigcommerce,2009-09-01,live,2009-01-01,243,0,0,0,0,1,0,0
r:18648,c:9473,bigresponse,2003-05-01,operating,2003-05-01,0,0,0,0,0,0,1,0
r:18649,c:15751,mobigamz,2004-07-13,operating,2004-07-13,0,0,0,0,0,0,1,0
r:1865,c:2275,where technology,2004-01-01,operating,2004-01-01,0,0,0,0,0,0,1,0
r:18650,c:15751,ugengames,2004-07-13,operating,2004-07-13,0,0,0,0,0,0,1,0
r:18651,c:27540,drecom sns,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18652,c:27540,drecom blogset,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18653,c:27540,drecom cms,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18654,c:27540,drecom blogoffice,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18655,c:27540,ad4u,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18656,c:27540,poncan,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18657,c:27540,kisekae builder,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18658,c:27540,atsumete bannerna,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18659,c:27540,drecom blog,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18660,c:27540,drecom rss,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18661,c:27540,drecom account,1969-12-31,operating,1969-12-31,0,0,0,0,0,0,1,0
r:18666,c:27539,e grou free edition,2008-11-21,operating,2008-11-21,0,0,0,0,0,0,1,0
r:18667,c:27539,e grou online edition,2008-11-21,operating,2008-11-21,0,0,0,0,0,0,1,0
r:18668,c:27539,e grou enterprise edition,2008-11-21,operating,2008-11-21,0,0,0,0,0,0,1,0
r:18669,c:6948,ziplocal advertising,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:18670,c:6948,google bundles,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:18671,c:8256,continuous analytics,2005-01-01,operating,2005-01-01,0,0,0,0,0,0,1,0
r:18673,c:1242,popfly,2007-10-18,closed,1974-04-04,12250,0,0,1,0,0,0,0
r:18674,c:6272,wonderfile,1997-06-01,operating,1997-06-01,0,0,0,0,0,0,1,0
r:18675,c:27661,teens in tech,2008-08-04,alpha,2008-02-01,185,1,0,0,0,0,0,0
r:18676,c:27661,youth bloggers network,2008-02-01,development,2008-02-01,0,0,0,0,1,0,0,0
r:18677,c:27661,teens in tech conference,2009-01-01,live,2008-02-01,335,0,0,0,0,1,0,0
r:18678,c:15948,adjustlink,2004-07-01,operating,2004-07-01,0,0,0,0,0,0,1,0
r:18679,c:18779,tinychat,2009-02-01,private,2009-01-25,7,0,0,0,0,0,0,1
r:1868,c:2279,shelfari,2006-11-01,operating,2006-01-01,304,0,0,0,0,0,1,0
r:18680,c:18779,tinychat facebook app,2009-01-25,live,2009-01-25,0,0,0,0,0,1,0,0
r:18686,c:21096,software development and consultancy services,2009-02-01,operating,2009-02-01,0,0,0,0,0,0,1,0
r:18689,c:25260,sap decision makers email list,2008-01-01,operating,2008-01-01,0,0,0,0,0,0,1,0
r:18691,c:29,mobstor,1994-01-01,operating,1994-01-01,0,0,0,0,0,0,1,0
r:18695,c:26003,digital jigsaw,2004-05-01,operating,2004-05-01,0,0,0,0,0,0,1,0
r:18696,c:26003,mobile interactive technology,2004-05-01,operating,2004-05-01,0,0,0,0,0,0,1,0
r:18697,c:26003,new toy,2004-05-01,operating,2004-05-01,0,0,0,0,0,0,1,0
r:18698,c:26003,4th screen advertising,2004-05-01,operating,2004-05-01,0,0,0,0,0,0,1,0
r:18699,c:18537,theme wars,2007-08-22,operating,2007-08-22,0,0,0,0,0,0,1,0
r:187,c:169,seeking alpha,2004-07-14,live,2004-01-01,195,0,0,0,0,1,0,0
r:18700,c:27780,n200 enter,1999-12-01,operating,1999-12-01,0,0,0,0,0,0,1,0
r:18701,c:27780,n200 redbox,1999-12-01,operating,1999-12-01,0,0,0,0,0,0,1,0
r:18702,c:27780,n200 eventbox,1999-12-01,operating,1999-12-01,0,0,0,0,0,0,1,0
r:18703,c:5267,mynastuff,2006-08-01,operating,2006-08-01,0,0,0,0,0,0,1,0
r:18705,c:13353,site search,2000-01-01,operating,2000-01-01,0,0,0,0,0,0,1,0
r:18706,c:13353,traffic builder,2000-01-01,operating,2000-01-01,0,0,0,0,0,0,1,0
r:18707,c:13353,autocomplete,2000-01-01,operating,2000-01-01,0,0,0,0,0,0,1,0
r:18708,c:13353,gift finder,2000-01-01,operating,2000-01-01,0,0,0,0,0,0,1,0
r:18709,c:13353,cross sell,2000-01-01,operating,2000-01-01,0,0,0,0,0,0,1,0
r:18712,c:27764,fongenie,2009-03-24,private,2009-03-24,0,0,0,0,0,0,0,1
r:18713,c:27909,photoplan,2005-04-01,operating,2005-04-01,0,0,0,0,0,0,1,0
r:18714,c:27909,floor plan,2005-04-01,operating,2005-04-01,0,0,0,0,0,0,1,0
r:18715,c:27909,professional photography,2005-04-01,operating,2005-04-01,0,0,0,0,0,0,1,0
r:18717,c:27909,furniture planner,2005-04-01,operating,2005-04-01,0,0,0,0,0,0,1,0
r:18718,c:22246,www edelight de,2006-07-01,operating,2006-07-01,0,0,0,0,0,0,1,0
r:18719,c:517,covestor mirroring account,2009-07-22,live,2005-01-01,1663,0,0,0,0,1,0,0
r:1872,c:2289,secondbrain,2008-02-22,beta,2007-01-01,417,0,1,0,0,0,0,0
r:1873,c:2291,mybabyourbaby,2008-02-14,live,2007-11-26,80,0,0,0,0,1,0,0
r:18732,c:9175,conductor searchlight saas,2007-01-01,live,2007-01-01,0,0,0,0,0,1,0,0
r:18733,c:18044,0800buster,2008-10-20,live,2007-10-01,385,0,0,0,0,1,0,0
r:18735,c:69,getglue,2007-01-01,live,2007-01-01,0,0,0,0,0,1,0,0
r:18737,c:27801,tagoo,2007-12-25,operating,2007-12-25,0,0,0,0,0,0,1,0
r:18739,c:9245,risk management price protection,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:1874,c:1787,mpayy account,2008-01-30,live,2007-06-01,243,0,0,0,0,1,0,0
r:18740,c:9245,fleet price protection shipper surcharge management,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:18744,c:9245,employee commuter benefit programs,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:18745,c:578,messaging,2001-01-01,operating,2001-01-01,0,0,0,0,0,0,1,0
r:1875,c:21644,consumerist,1936-01-01,operating,1936-01-01,0,0,0,0,0,0,1,0
r:18751,c:15524,pnc isma intelligent social media analytics,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:18753,c:3155,cheapflights,1996-03-01,operating,1996-03-01,0,0,0,0,0,0,1,0
r:18754,c:3155,cheapflights ca,1996-03-01,operating,1996-03-01,0,0,0,0,0,0,1,0
r:18755,c:3155,cheapflights com au,1996-03-01,operating,1996-03-01,0,0,0,0,0,0,1,0
r:18756,c:3155,cheapflights de,1996-03-01,operating,1996-03-01,0,0,0,0,0,0,1,0
r:18759,c:9740,brizzly,2009-07-01,private,2009-06-01,30,0,0,0,0,0,0,1
r:1876,c:2043,deadspin,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18761,c:26360,spoti?? hd video server 2 2,2009-10-17,live,2009-05-05,165,0,0,0,0,1,0,0
r:18762,c:28095,http www matchhotels com football,2007-08-10,operating,2007-08-10,0,0,0,0,0,0,1,0
r:18765,c:28279,totale,1992-01-01,operating,1992-01-01,0,0,0,0,0,0,1,0
r:18766,c:5905,cloudmark authority,2001-01-01,operating,2001-01-01,0,0,0,0,0,0,1,0
r:18767,c:5905,cloudmark desktop,2001-01-01,operating,2001-01-01,0,0,0,0,0,0,1,0
r:18769,c:5905,cloudmark mobileauthority,2001-01-01,operating,2001-01-01,0,0,0,0,0,0,1,0
r:1877,c:2043,defamer,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18771,c:59,google voice,1998-09-07,operating,1998-09-07,0,0,0,0,0,0,1,0
r:1878,c:2043,fleshbot,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18781,c:12071,xtify target,2010-02-15,live,2009-04-01,320,0,0,0,0,1,0,0
r:18782,c:337,meerecommendations,2009-06-01,live,2006-06-01,1096,0,0,0,0,1,0,0
r:18783,c:337,simeelarity,2009-06-01,live,2006-06-01,1096,0,0,0,0,1,0,0
r:18784,c:337,meeplaylist,2009-06-01,live,2006-06-01,1096,0,0,0,0,1,0,0
r:18786,c:21097,bidding search engine,2008-04-08,operating,2008-04-08,0,0,0,0,0,0,1,0
r:18787,c:22423,distimo appiq,2009-05-01,live,2009-05-01,0,0,0,0,0,1,0,0
r:18788,c:22423,distimo app analytics,2009-05-01,live,2009-05-01,0,0,0,0,0,1,0,0
r:18789,c:28433,netcharts performance dashboards,2009-02-10,live,1996-02-20,4739,0,0,0,0,1,0,0
r:1879,c:2043,gawker,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18793,c:2109,99stats,2008-01-01,operating,2008-01-01,0,0,0,0,0,0,1,0
r:18794,c:17720,wallpaper,2008-09-15,operating,2008-09-15,0,0,0,0,0,0,1,0
r:18795,c:17720,wallpapers,2008-09-15,operating,2008-09-15,0,0,0,0,0,0,1,0
r:18796,c:17720,visuals,2008-09-15,operating,2008-09-15,0,0,0,0,0,0,1,0
r:18797,c:1242,tweetcraft,2009-07-01,operating,1974-04-04,12872,0,0,0,0,0,1,0
r:18798,c:27544,online weight management service,2009-03-09,live,2007-10-01,525,0,0,0,0,1,0,0
r:18799,c:4884,silverstripe cms,2006-01-01,live,2000-02-04,2158,0,0,0,0,1,0,0
r:188,c:353,judys book,2005-02-01,live,2004-01-01,397,0,0,0,0,1,0,0
r:1880,c:2043,gizmodo,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18800,c:28551,aeryon scout,2007-01-01,operating,2007-01-01,0,0,0,0,0,0,1,0
r:18801,c:23898,fx grid r,1993-01-01,operating,1993-01-01,0,0,0,0,0,0,1,0
r:18802,c:23898,fx inside api tm,1993-01-01,operating,1993-01-01,0,0,0,0,0,0,1,0
r:18803,c:23898,fx inside hd tm,1993-01-01,operating,1993-01-01,0,0,0,0,0,0,1,0
r:18804,c:23898,fx inside professional tm,1993-01-01,operating,1993-01-01,0,0,0,0,0,0,1,0
r:18805,c:23898,fx inside white label tm,1993-01-01,operating,1993-01-01,0,0,0,0,0,0,1,0
r:18806,c:23898,fx power trader,1993-01-01,operating,1993-01-01,0,0,0,0,0,0,1,0
r:18807,c:28555,bruteos,2009-05-01,private,2009-02-01,89,0,0,0,0,0,0,1
r:1881,c:2043,gridskipper,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18811,c:7418,up4um,2005-01-26,operating,2005-01-26,0,0,0,0,0,0,1,0
r:18812,c:3064,2ergo campaign manager,1996-01-01,operating,1996-01-01,0,0,0,0,0,0,1,0
r:18813,c:3064,smartphone applications,1996-01-01,operating,1996-01-01,0,0,0,0,0,0,1,0
r:18814,c:3064,2ergo sams mobile security,1996-01-01,operating,1996-01-01,0,0,0,0,0,0,1,0
r:18815,c:3064,2ergo acquire advanced sms forms,1996-01-01,operating,1996-01-01,0,0,0,0,0,0,1,0
r:1882,c:2043,idolator,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18820,c:21430,bomgar b100,2003-09-01,operating,2003-09-01,0,0,0,0,0,0,1,0
r:18821,c:18758,tellmewhere for iphone,2008-12-01,live,1999-01-01,3622,0,0,0,0,1,0,0
r:18823,c:28824,memotrek? usb flash,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18824,c:28824,woody bamboo,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18825,c:28824,usb heart,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18826,c:28824,clip n easy,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18827,c:28824,business classic,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18828,c:28824,flash yard,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18829,c:28824,business edge,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:1883,c:2043,io9,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18830,c:28824,iron memo,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18831,c:28824,metal flash,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18832,c:28824,executive style,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18833,c:28824,zen flash,2007-03-07,operating,2007-03-07,0,0,0,0,0,0,1,0
r:18834,c:24703,mydesktop multi window browser for iphone ipod touch,2004-01-04,operating,2004-01-04,0,0,0,0,0,0,1,0
r:1884,c:2043,jalopnik,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18840,c:15713,astronomy picture of the day iphone ipad,2005-08-01,operating,2005-08-01,0,0,0,0,0,0,1,0
r:18842,c:15713,powerplug,2005-08-01,operating,2005-08-01,0,0,0,0,0,0,1,0
r:18844,c:28794,online backup,2005-09-10,operating,2005-09-10,0,0,0,0,0,0,1,0
r:18845,c:28794,disaster recovery,2005-09-10,operating,2005-09-10,0,0,0,0,0,0,1,0
r:18846,c:28794,business continuity,2005-09-10,operating,2005-09-10,0,0,0,0,0,0,1,0
r:18847,c:28794,asigra,2005-09-10,operating,2005-09-10,0,0,0,0,0,0,1,0
r:1885,c:2043,jezebel,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18851,c:7303,palo suite,2010-03-31,live,2002-01-01,3011,0,0,0,0,1,0,0
r:18852,c:17502,sparkplug,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18853,c:2416,ownersite,2000-10-31,operating,2000-10-31,0,0,0,0,0,0,1,0
r:18854,c:2416,home ownersite,2000-10-31,operating,2000-10-31,0,0,0,0,0,0,1,0
r:18856,c:28971,continental whos who hardcover registry,1999-01-01,operating,1999-01-01,0,0,0,0,0,0,1,0
r:18857,c:28971,wall plaque press release,1999-01-01,operating,1999-01-01,0,0,0,0,0,0,1,0
r:18858,c:28971,multi media distribution program contributing author program,1999-01-01,operating,1999-01-01,0,0,0,0,0,0,1,0
r:18859,c:9432,cupr behavioral targeting network,2008-12-11,live,2008-10-31,41,0,0,0,0,1,0,0
r:1886,c:2043,kotaku,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18864,c:28461,pacsdrive dicom storage,2009-03-05,operating,2009-03-05,0,0,0,0,0,0,1,0
r:18865,c:1853,greenplum database,2003-06-01,operating,2003-06-01,0,0,0,0,0,0,1,0
r:18866,c:29125,extremedb embedded database,2001-01-01,live,2001-01-01,0,0,0,0,0,1,0,0
r:18867,c:29125,perst embedded database,2006-01-01,live,2001-01-01,1826,0,0,0,0,1,0,0
r:18869,c:28555,bruteapps,2009-02-01,operating,2009-02-01,0,0,0,0,0,0,1,0
r:1887,c:2043,lifehacker,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18871,c:23465,local chirps,2007-06-01,operating,2007-06-01,0,0,0,0,0,0,1,0
r:18872,c:23465,localchirps,2007-06-01,operating,2007-06-01,0,0,0,0,0,0,1,0
r:18878,c:16599,twibbon,2009-07-16,live,2008-04-01,471,0,0,0,0,1,0,0
r:1888,c:2043,valleywag,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18886,c:29489,kideos,2009-07-09,live,2008-01-01,555,0,0,0,0,1,0,0
r:18888,c:7011,adguru guruji,2006-10-12,operating,2006-10-12,0,0,0,0,0,0,1,0
r:18889,c:7011,ads guruji,2006-10-12,operating,2006-10-12,0,0,0,0,0,0,1,0
r:1889,c:2043,wonkette,2002-01-01,operating,2002-01-01,0,0,0,0,0,0,1,0
r:18890,c:7011,music guruji,2006-10-12,operating,2006-10-12,0,0,0,0,0,0,1,0
r:18891,c:7011,finance guruji,2006-10-12,operating,2006-10-12,0,0,0,0,0,0,1,0
r:18892,c:7011,guruji,2006-10-12,operating,2006-10-12,0,0,0,0,0,0,1,0
r:18893,c:13742,video marketing,2007-03-21,operating,2007-03-21,0,0,0,0,0,0,1,0
r:18894,c:13742,presentation video,2007-03-21,operating,2007-03-21,0,0,0,0,0,0,1,0
r:18895,c:13742,demonstration video,2007-03-21,operating,2007-03-21,0,0,0,0,0,0,1,0
r:18896,c:28439,propertyguys,1998-01-01,live,1998-01-01,0,0,0,0,0,1,0,0
r:18899,c:23811,professional verification premium profile,2008-11-01,operating,2008-11-01,0,0,0,0,0,0,1,0
r:189,c:171,watzatsong,2008-01-01,operating,2006-06-21,559,0,0,0,0,0,1,0
r:1890,c:2294,flypaper,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18900,c:23811,organization verification premium organization,2008-11-01,operating,2008-11-01,0,0,0,0,0,0,1,0
r:18901,c:23811,food online reputation management,2010-12-07,operating,2008-11-01,766,0,0,0,0,0,1,0
r:18907,c:7798,regator for iphone,2009-08-18,live,2008-08-07,376,0,0,0,0,1,0,0
r:18908,c:22582,gogopin communicator,2009-08-19,beta,2007-03-19,884,0,1,0,0,0,0,0
r:1891,c:2295,asmallworld,2004-03-16,live,2004-03-01,15,0,0,0,0,1,0,0
r:18914,c:29858,phpfox,2005-07-01,live,2005-07-01,0,0,0,0,0,1,0,0
r:1892,c:2297,earth eternal,2006-01-01,development,2006-01-01,0,0,0,0,1,0,0,0
r:18927,c:6931,wo automation for radio,1999-07-14,operating,1999-07-14,0,0,0,0,0,0,1,0
r:18929,c:29569,reevoo,2005-01-01,operating,2005-01-01,0,0,0,0,0,0,1,0
r:18930,c:29569,reevoo mark,2005-01-01,live,2005-01-01,0,0,0,0,0,1,0,0
r:18931,c:29569,reevoo insight,2005-01-01,operating,2005-01-01,0,0,0,0,0,0,1,0
r:18932,c:21602,intelligent information management platform,2001-01-01,operating,2001-01-01,0,0,0,0,0,0,1,0
r:18933,c:11951,how to videos,2008-06-01,live,2008-03-03,90,0,0,0,0,1,0,0
r:18934,c:11951,how to articles,2008-07-01,operating,2008-03-03,120,0,0,0,0,0,1,0
r:18935,c:11951,networking,2008-03-03,operating,2008-03-03,0,0,0,0,0,0,1,0
r:18936,c:10426,unilife,2006-07-26,operating,2006-07-26,0,0,0,0,0,0,1,0
r:18938,c:17485,shopiads,2006-11-01,live,2006-11-01,0,0,0,0,0,1,0,0
r:18939,c:11190,slashgear,2005-12-01,live,2006-05-10,-160,0,0,0,0,1,0,0
r:18940,c:11190,android community,2006-05-10,operating,2006-05-10,0,0,0,0,0,0,1,0
r:18941,c:11190,iphonebuzz,2006-05-10,operating,2006-05-10,0,0,0,0,0,0,1,0
r:18942,c:11190,phonemag,2006-05-10,operating,2006-05-10,0,0,0,0,0,0,1,0
r:18943,c:11190,slashphone,2006-05-10,operating,2006-05-10,0,0,0,0,0,0,1,0
r:18945,c:616,sucks box,2009-08-01,beta,2005-09-01,1430,0,1,0,0,0,0,0
r:18949,c:14855,spector pro windows,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18950,c:14855,eblaster windows,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18951,c:14855,spector pro mac,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18952,c:14855,eblaster mac,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18953,c:14855,spector cne,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18954,c:14855,spector 360,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18955,c:14855,spector server,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18956,c:14855,spector v 40 windows,1998-01-01,operating,1998-01-01,0,0,0,0,0,0,1,0
r:18960,c:11400,mastering management,2001-01-01,operating,2001-01-01,0,0,0,0,0,0,1,0
r:18961,c:30112,design,1999-08-01,operating,1999-08-01,0,0,0,0,0,0,1,0
r:18962,c:30112,identity branding,1999-08-01,operating,1999-08-01,0,0,0,0,0,0,1,0
r:18963,c:30112,digital media,1999-08-01,operating,1999-08-01,0,0,0,0,0,0,1,0
r:18964,c:30112,multimedia,1999-08-01,operating,1999-08-01,0,0,0,0,0,0,1,0
r:18965,c:30112,photography,1999-08-01,operating,1999-08-01,0,0,0,0,0,0,1,0
r:18966,c:30112,audio video,1999-08-01,operating,1999-08-01,0,0,0,0,0,0,1,0
r:18968,c:8731,techmeets,2008-03-01,operating,2008-03-01,0,0,0,0,0,0,1,0
r:18969,c:30074,datasherpa for hosting,1999-01-01,operating,1999-01-01,0,0,0,0,0,0,1,0
r:18970,c:30074,datasherpa for enterprise,1999-01-01,operating,1999-01-01,0,0,0,0,0,0,1,0
r:18971,c:8895,rentwiki,2008-05-12,operating,2008-05-12,0,0,0,0,0,0,1,0
r:18974,c:15257,opusos,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:18975,c:14769,leapfish search widgets,2009-06-29,operating,2008-11-01,240,0,0,0,0,0,1,0
r:18976,c:30195,pornoob,2009-06-24,live,2008-01-01,540,0,0,0,0,1,0,0
r:18979,c:12315,apigee,2009-08-25,live,2004-06-01,1911,0,0,0,0,1,0,0
r:18980,c:14426,marketplace for record collectors,2008-02-01,operating,2008-02-01,0,0,0,0,0,0,1,0
r:18981,c:30193,mybangalore,2008-11-01,beta,2008-09-01,61,0,1,0,0,0,0,0
r:18982,c:30193,regina,2009-08-01,beta,2008-09-01,334,0,1,0,0,0,0,0
r:18983,c:30193,manoranjan,2008-09-01,development,2008-09-01,0,0,0,0,1,0,0,0
r:18986,c:30264,streamfile pro,2007-12-01,operating,2007-12-01,0,0,0,0,0,0,1,0
r:18987,c:30264,streamfile in,2007-12-01,operating,2007-12-01,0,0,0,0,0,0,1,0
r:18988,c:30264,twittfile,2007-12-01,operating,2007-12-01,0,0,0,0,0,0,1,0
r:18991,c:24608,bno news iphone app,2009-08-01,live,2009-05-01,92,0,0,0,0,1,0,0
r:18992,c:24608,eat sleep iphone app,2009-05-01,operating,2009-05-01,0,0,0,0,0,0,1,0
r:18996,c:30419,thankfulfor,2009-09-11,beta,2008-10-20,326,0,1,0,0,0,0,0
r:19,c:8,postini solutions,1999-06-01,operating,1999-06-02,-1,0,0,0,0,0,1,0
r:190,c:421,social campaign social offer,2007-08-13,live,2009-01-01,-507,0,0,0,0,1,0,0
r:19001,c:30320,online marketplaces,2005-05-25,operating,2005-05-25,0,0,0,0,0,0,1,0
r:19002,c:30320,amboseller multichannel ecommerce software,2009-06-29,live,2005-05-25,1496,0,0,0,0,1,0,0
r:19003,c:25115,translate anamo,2009-08-01,live,2007-01-01,943,0,0,0,0,1,0,0
r:19004,c:25115,cloudos by anamo eu,2009-08-01,operating,2007-01-01,943,0,0,0,0,0,1,0
r:19011,c:12934,fico blaze advisor business rules management,1956-01-01,operating,1956-01-01,0,0,0,0,0,0,1,0
r:19014,c:12152,unikartan,2006-01-01,operating,2006-01-01,0,0,0,0,0,0,1,0
r:19015,c:30524,online vocabulary builder,2008-02-27,operating,2008-02-27,0,0,0,0,0,0,1,0
r:19018,c:727,faroo real time search,2007-04-01,operating,2007-04-01,0,0,0,0,0,0,1,0
r:19019,c:9449,email service guide,2009-08-01,live,2006-10-18,1018,0,0,0,0,1,0,0
r:19021,c:24703,place map,2004-01-04,operating,2004-01-04,0,0,0,0,0,0,1,0
r:19025,c:22412,convoflow,2009-05-27,beta,2008-09-01,268,0,1,0,0,0,0,0
r:19032,c:30044,sharefile file sharing,2005-01-01,live,2005-01-01,0,0,0,0,0,1,0,0
r:19033,c:23775,thread,2009-09-01,beta,2009-01-01,243,0,1,0,0,0,0,0
r:19034,c:3284,voucherhub,2007-01-01,operating,2007-01-01,0,0,0,0,0,0,1,0
r:19038,c:17910,tweetsaver,2000-01-01,operating,2000-01-01,0,0,0,0,0,0,1,0
r:19040,c:30856,codebeamer,1999-01-01,live,1999-01-01,0,0,0,0,0,1,0,0
r:19041,c:30856,participate,1999-01-01,live,1999-01-01,0,0,0,0,0,1,0,0
r:19042,c:17629,white label ugc discovery platform b2b,2009-07-01,live,2008-06-01,395,0,0,0,0,1,0,0
r:19043,c:17629,bloggersbase b2c,2008-12-01,live,2008-06-01,183,0,0,0,0,1,0,0
r:19044,c:23776,funji home,2008-08-21,operating,2008-08-21,0,0,0,0,0,0,1,0
r:19045,c:26830,fi360 fiduciary score tm,1999-01-01,operating,1999-01-01,0,0,0,0,0,0,1,0
r:19050,c:31108,ember,2002-11-01,live,2002-11-01,0,0,0,0,0,1,0,0
r:19052,c:20087,dress shirt,2008-01-01,operating,2008-01-01,0,0,0,0,0,0,1,0
r:19053,c:18771,revolution,2009-09-01,live,2007-01-01,974,0,0,0,0,1,0,0
r:19059,c:19210,striptweet,2009-09-10,live,2005-10-01,1440,0,0,0,0,1,0,0
r:19061,c:3952,igougo,1996-01-01,live,1996-01-01,0,0,0,0,0,1,0,0
r:19063,c:766,tweetmixx,2009-09-09,operating,2007-05-01,862,0,0,0,0,0,1,0
r:19064,c:31201,idea exchange,2006-01-01,live,2006-04-29,-118,0,0,0,0,1,0,0
r:19065,c:31201,news exchange,2006-04-29,operating,2006-04-29,0,0,0,0,0,0,1,0
r:19066,c:8214,tag management,2007-11-01,operating,2007-11-01,0,0,0,0,0,0,1,0
r:19067,c:8214,deduplication,2007-11-01,operating,2007-11-01,0,0,0,0,0,0,1,0
r:19068,c:8214,attribution modelling,2007-11-01,operating,2007-11-01,0,0,0,0,0,0,1,0
r:19069,c:8214,path to conversion analysis,2007-11-01,operating,2007-11-01,0,0,0,0,0,0,1,0
r:19070,c:30961,outsystems platform,2001-03-01,live,2001-03-01,0,0,0,0,0,1,0,0
r:19071,c:29677,turbodoc,2007-01-01,operating,2007-01-01,0,0,0,0,0,0,1,0
r:19072,c:7030,vpn 1,1993-01-01,operating,1993-01-01,0,0,0,0,0,0,1,0
r:19073,c:31322,talentseekr,2007-01-01,operating,2007-01-01,0,0,0,0,0,0,1,0
r:19074,c:31322,careerads,2007-01-01,operating,2007-01-01,0,0,0,0,0,0,1,0
