company_name,category_code,company_id,finance_people,employee,company_age,milestones,revisions,techcrunch,competitors,competitors_acquired,offices,products,providers,avg_funding_rounds_investors,avg_funding,founders,succ_founders,founders_exp,acquired,investors,acquisitions,acquisitions_cost,investments,funding_rounds
eye2eye,NULL,c:104839,0,1,0,NULL,0,0,0,0,0,0,0,0,0,1,0,212,0,0,0,0,0,0
"Plop it on me!",web,c:10484,0,NULL,115,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Think Active",software,c:104841,0,2,89,1,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indike,search,c:104844,0,1,74,1,0,0,2181,70,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Peers,web,c:104846,0,NULL,72,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fashonify.com,web,c:104848,0,1,72,1,0,0,15117,971,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GE Healthcare",biotech,c:10485,4,60,0,2,0,0,4429,454,0,0,0,0,0,0,0,0,1,0,3,587000000,2,0
BlackWash,consulting,c:104852,0,NULL,157,NULL,0,0,5005,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Green Brick Apps",enterprise,c:104853,0,1,79,1,0,0,4440,409,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Intraware,software,c:10486,0,8,260,1,0,0,17921,1465,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Brightblue,software,c:104861,0,1,212,1,0,0,17921,1466,1,0,0,0,769744,0,0,0,0,0,0,0,0,3
Eezeer,NULL,c:104862,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARL Mobile",mobile,c:104873,0,2,75,1,0,0,6861,416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Milobox,advertising,c:10488,0,3,123,NULL,0,0,6097,312,1,1,0,0,0,2,0,NULL,0,0,0,0,0,0
"Linoma Software",software,c:104881,0,18,284,NULL,0,0,17921,1466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fierce Wombat Games",games_video,c:104883,0,1,92,2,0,0,7519,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netural Communication",NULL,c:104884,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flytailit,web,c:104886,0,1,80,NULL,0,0,15117,971,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Postful,public_relations,c:10489,0,NULL,140,NULL,0,0,2845,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T3 Advisors",consulting,c:104890,0,5,193,NULL,0,0,5005,136,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSAVI Financial Services t/a moneysmart",web,c:104896,0,NULL,85,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confabb,web,c:1049,0,3,135,1,0,0,15117,971,1,2,0,0,200000,1,0,344,0,0,0,0,0,1
Storyfountain,web,c:10490,0,NULL,109,NULL,0,0,15117,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punchh,mobile,c:104908,0,4,92,2,0,0,6861,416,1,0,0,5,4000000,2,0,212,0,5,0,0,0,1
Rentaskilldirect,network_hosting,c:10491,0,NULL,112,NULL,0,0,2349,201,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNO Clothing",ecommerce,c:104923,0,2,82,1,0,0,9064,271,0,0,0,0,0,2,0,224,0,0,0,0,0,0
FeeFind,NULL,c:104924,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,380,0,0,0,0,0,0
"Xerox PARC",NULL,c:104925,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trintech,NULL,c:104926,0,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ReconArt,software,c:104927,0,NULL,116,NULL,0,0,17921,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chessapeake,NULL,c:104928,0,NULL,0,NULL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirial,software,c:10493,0,NULL,218,NULL,0,0,17921,1465,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Builders Copilot",advertising,c:10494,0,1,175,NULL,0,0,6097,312,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mylivechat,public_relations,c:104941,0,NULL,174,NULL,0,0,2845,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boxlight Media",web,c:104942,0,4,127,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0
meQuilibrium,health,c:104947,0,NULL,0,NULL,0,0,1697,27,1,0,0,2,2300000,0,0,0,0,2,0,0,0,1
"Global Virtual Support",other,c:104953,0,2,104,NULL,0,0,13616,313,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Adprecision,advertising,c:10496,0,3,140,NULL,0,0,6097,312,1,5,0,0,0,2,0,0,0,0,0,0,0,0
"Abengoa Solar",cleantech,c:104962,0,NULL,0,1,0,0,1939,115,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Similarr,search,c:10497,0,1,112,NULL,0,0,2181,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EnerTrac,manufacturing,c:104971,0,4,140,NULL,0,0,679,30,1,0,0,4,2600000,0,0,0,0,4,0,0,0,3
Ocision,web,c:104980,0,1,90,NULL,0,0,15117,971,3,0,0,1,533333,1,0,0,0,2,0,0,0,3
"Nerd Attack",mobile,c:104981,0,2,83,NULL,0,0,6861,416,1,0,0,1,35000,2,0,0,0,1,0,0,0,1
"Milk A Deal",web,c:104983,0,2,80,NULL,0,0,15117,971,1,0,0,1,165000,2,0,0,0,1,0,0,0,1
"Long Tail",mobile,c:104984,0,1,140,1,0,0,6861,416,1,0,0,1,20000,1,0,0,0,1,0,0,0,1
"EmPower Research",NULL,c:104988,0,NULL,0,NULL,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"X Factor Publishing “Sticky Finger Books”",other,c:104989,0,NULL,78,NULL,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bizventurez,public_relations,c:10499,0,3,121,NULL,0,0,2845,215,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Accelerated Ventures",consulting,c:104992,0,1,162,1,0,0,5005,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Video Messaging Service",NULL,c:104997,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surphace,web,c:105,0,15,147,4,0,0,15117,970,3,1,0,6,1750000,4,4,404,1,11,0,0,0,2
Parentree,web,c:10500,0,3,113,NULL,0,0,15117,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eventfinda,software,c:105002,0,4,146,2,0,0,17921,1466,2,0,0,1,NULL,1,0,224,0,1,0,0,0,5
Kalmest,web,c:105003,0,3,80,NULL,0,0,15117,971,1,0,0,0,0,3,0,0,0,0,0,0,0,0
iSuggest,mobile,c:105004,0,NULL,106,NULL,0,0,6861,416,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rundown,web,c:105005,0,4,80,NULL,0,0,15117,971,1,0,0,1,NULL,4,0,0,0,1,0,0,0,1
Utopic,web,c:105007,0,2,79,1,0,0,15117,971,1,0,0,0,0,2,0,224,0,0,0,0,0,0
Base79,advertising,c:105008,0,10,123,NULL,0,0,6097,312,6,0,0,2,7172877,1,0,0,0,2,0,0,0,2
"RSS Mixer",mobile,c:10502,0,NULL,0,NULL,0,0,6861,416,0,2,0,0,0,0,0,0,0,0,0,0,0,0
BuzzWatcher,NULL,c:105041,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Session Digital",NULL,c:105048,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Pixel",NULL,c:105049,0,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ampersand Commerce",ecommerce,c:105050,0,1,116,3,0,0,9064,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blend360 Communications",public_relations,c:105055,0,NULL,0,NULL,0,0,2845,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FxPro,other,c:105057,0,1,140,1,0,0,13616,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crystal Ball Ltd",mobile,c:105059,0,1,152,NULL,0,0,6861,416,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MotileDc,other,c:105065,0,NULL,0,NULL,0,0,13616,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Outsmart Norge",other,c:105066,0,1,152,1,0,0,13616,313,3,0,0,0,0,1,0,0,0,0,0,0,0,0
